Date,Close
5/1/2018 16:00:00,517.97
5/2/2018 16:00:00,514.79
5/3/2018 16:00:00,511.67
5/4/2018 16:00:00,520.4
5/7/2018 16:00:00,523.6
5/8/2018 16:00:00,519.93
5/9/2018 16:00:00,531.35
5/10/2018 16:00:00,536.26
5/11/2018 16:00:00,540.43
5/14/2018 16:00:00,539.76
5/15/2018 16:00:00,533.21
5/16/2018 16:00:00,533.9
5/17/2018 16:00:00,535.58
5/18/2018 16:00:00,538.49
5/21/2018 16:00:00,543.48
5/22/2018 16:00:00,546.88
5/23/2018 16:00:00,542.66
5/24/2018 16:00:00,540.83
5/25/2018 16:00:00,539.61
5/29/2018 16:00:00,524.26
5/30/2018 16:00:00,534.29
5/31/2018 16:00:00,534.23
6/1/2018 16:00:00,539.06
6/4/2018 16:00:00,540.67
6/5/2018 16:00:00,534.38
6/6/2018 16:00:00,551.86
6/7/2018 16:00:00,549.14
6/8/2018 16:00:00,549.41
6/11/2018 16:00:00,549.06
6/12/2018 16:00:00,547.11
6/13/2018 16:00:00,532.17
6/14/2018 16:00:00,523.36
6/15/2018 16:00:00,524.52
6/18/2018 16:00:00,527.54
6/19/2018 16:00:00,526.61
6/20/2018 16:00:00,526.58
6/21/2018 16:00:00,524.98
6/22/2018 16:00:00,522.74
6/25/2018 16:00:00,515.14
6/26/2018 16:00:00,510.85
6/27/2018 16:00:00,503.53
6/28/2018 16:00:00,501.77
6/29/2018 16:00:00,499.04
7/2/2018 16:00:00,499.52
7/3/2018 13:00:00,491.29
7/5/2018 16:00:00,491.98
7/6/2018 16:00:00,491.69
7/9/2018 16:00:00,504.1
7/10/2018 16:00:00,504.93
7/11/2018 16:00:00,502.9
7/12/2018 16:00:00,506.67
7/13/2018 16:00:00,507.09
7/16/2018 16:00:00,503.96
7/17/2018 16:00:00,504.88
7/18/2018 16:00:00,510.85
7/19/2018 16:00:00,504.89
7/20/2018 16:00:00,502.78
7/23/2018 16:00:00,508.51
7/24/2018 16:00:00,508.89
7/25/2018 16:00:00,512.49
7/26/2018 16:00:00,505.11
7/27/2018 16:00:00,502.92
7/30/2018 16:00:00,500.18
7/31/2018 16:00:00,502.76
8/1/2018 16:00:00,479.45
8/2/2018 16:00:00,475.31
8/3/2018 16:00:00,482.4
8/6/2018 16:00:00,483.46
8/7/2018 16:00:00,487.46
8/8/2018 16:00:00,487.05
8/9/2018 16:00:00,484.1
8/10/2018 16:00:00,478.95
8/13/2018 16:00:00,475.39
8/14/2018 16:00:00,477.21
8/15/2018 16:00:00,470.82
8/16/2018 16:00:00,474.61
8/17/2018 16:00:00,474.15
8/20/2018 16:00:00,475.56
8/21/2018 16:00:00,474.93
8/22/2018 16:00:00,478.02
8/23/2018 16:00:00,470.46
8/24/2018 16:00:00,477.51
8/27/2018 16:00:00,483.61
8/28/2018 16:00:00,483.35
8/29/2018 16:00:00,485.22
8/30/2018 16:00:00,475.27
8/31/2018 16:00:00,479.06
9/4/2018 16:00:00,475.78
9/5/2018 16:00:00,478.24
9/6/2018 16:00:00,471.96
9/7/2018 16:00:00,471.44
9/10/2018 16:00:00,473.75
9/11/2018 16:00:00,471.13
9/12/2018 16:00:00,470.01
9/13/2018 16:00:00,468.98
9/14/2018 16:00:00,476.06
9/17/2018 16:00:00,470.9
9/18/2018 16:00:00,472.2
9/19/2018 16:00:00,483.54
9/20/2018 16:00:00,487.14
9/21/2018 16:00:00,487.61
9/24/2018 16:00:00,482.07
9/25/2018 16:00:00,479.09
9/26/2018 16:00:00,474.83
9/27/2018 16:00:00,477.89
9/28/2018 16:00:00,471.33
10/1/2018 16:00:00,473.47
10/2/2018 16:00:00,477.21
10/3/2018 16:00:00,474.37
10/4/2018 16:00:00,474.15
10/5/2018 16:00:00,470.86
10/8/2018 16:00:00,471.46
10/9/2018 16:00:00,459.71
10/10/2018 16:00:00,426.76
10/11/2018 16:00:00,417.68
10/12/2018 16:00:00,427.7
10/15/2018 16:00:00,426.94
10/16/2018 16:00:00,408
10/17/2018 16:00:00,411.85
10/18/2018 16:00:00,399.87
10/19/2018 16:00:00,401.65
10/22/2018 16:00:00,392.36
10/23/2018 16:00:00,387.49
10/24/2018 16:00:00,378.66
10/25/2018 16:00:00,391.96
10/26/2018 16:00:00,386.93
10/29/2018 16:00:00,390.65
10/30/2018 16:00:00,403.83
10/31/2018 16:00:00,411.42
11/1/2018 16:00:00,412.99
11/2/2018 16:00:00,409.76
11/5/2018 16:00:00,411
11/6/2018 16:00:00,413.43
11/7/2018 16:00:00,424.73
11/8/2018 16:00:00,421.39
11/9/2018 16:00:00,413.95
11/12/2018 16:00:00,405.42
11/13/2018 16:00:00,407.31
11/14/2018 16:00:00,401.98
11/15/2018 16:00:00,406.88
11/16/2018 16:00:00,411
11/19/2018 16:00:00,407.78
11/20/2018 16:00:00,402.92
11/21/2018 16:00:00,407.62
11/23/2018 13:00:00,406.61
11/26/2018 16:00:00,418.49
11/27/2018 16:00:00,417.16
11/28/2018 16:00:00,427.27
11/29/2018 16:00:00,422.94
11/30/2018 16:00:00,428.01
12/3/2018 16:00:00,434.87
12/4/2018 16:00:00,408.75
12/6/2018 16:00:00,400.23
12/7/2018 16:00:00,393.1
12/10/2018 16:00:00,393.26
12/11/2018 16:00:00,385.66
12/12/2018 16:00:00,390.07
12/13/2018 16:00:00,387.27
12/14/2018 16:00:00,382.3
12/17/2018 16:00:00,378.25
12/18/2018 16:00:00,383.35
12/19/2018 16:00:00,372.19
12/20/2018 16:00:00,371.67
12/21/2018 16:00:00,369.16
12/24/2018 13:00:00,361.77
12/26/2018 16:00:00,381.23
12/27/2018 16:00:00,387.8
12/28/2018 16:00:00,388.23
12/31/2018 16:00:00,392.82
1/2/2019 16:00:00,389.42
1/3/2019 16:00:00,377.98
1/4/2019 16:00:00,391.82
1/7/2019 16:00:00,392.91
1/8/2019 16:00:00,397.91
1/9/2019 16:00:00,400.19
1/10/2019 16:00:00,399.5
1/11/2019 16:00:00,397.91
1/14/2019 16:00:00,396.42
1/15/2019 16:00:00,400.71
1/16/2019 16:00:00,413.04
1/17/2019 16:00:00,412.52
1/18/2019 16:00:00,419.45
1/22/2019 16:00:00,413.6
1/23/2019 16:00:00,408.48
1/24/2019 16:00:00,406.56
1/25/2019 16:00:00,409.95
1/28/2019 16:00:00,405.36
1/29/2019 16:00:00,407.62
1/30/2019 16:00:00,408.33
1/31/2019 16:00:00,415.08
2/1/2019 16:00:00,416.81
2/4/2019 16:00:00,417.98
2/5/2019 16:00:00,417.56
2/6/2019 16:00:00,416.39
2/7/2019 16:00:00,415.01
2/8/2019 16:00:00,411.76
2/11/2019 16:00:00,412.7
2/12/2019 16:00:00,425.51
2/13/2019 16:00:00,427.45
2/14/2019 16:00:00,423.38
2/15/2019 16:00:00,431.95
2/19/2019 16:00:00,431.07
2/20/2019 16:00:00,437.22
2/21/2019 16:00:00,435.02
2/22/2019 16:00:00,436.72
2/25/2019 16:00:00,438.93
2/26/2019 16:00:00,440.53
2/27/2019 16:00:00,442.01
2/28/2019 16:00:00,443.22
3/1/2019 16:00:00,443.77
3/4/2019 16:00:00,437.33
3/5/2019 16:00:00,432.52
3/6/2019 16:00:00,429.86
3/7/2019 16:00:00,423.19
3/8/2019 16:00:00,421.31
3/11/2019 16:00:00,428.1
3/12/2019 16:00:00,427.84
3/13/2019 16:00:00,431.84
3/14/2019 16:00:00,433.63
3/15/2019 16:00:00,433.55
3/18/2019 16:00:00,440.48
3/19/2019 16:00:00,434.57
3/20/2019 16:00:00,429.92
3/21/2019 16:00:00,430.36
3/22/2019 16:00:00,417.36
3/25/2019 16:00:00,415.41
3/26/2019 16:00:00,422.67
3/27/2019 16:00:00,419.64
3/28/2019 16:00:00,424.97
3/29/2019 16:00:00,427.37
4/1/2019 16:00:00,438.39
4/2/2019 16:00:00,436.45
4/3/2019 16:00:00,439.07
4/4/2019 16:00:00,441.84
4/5/2019 16:00:00,445.1
4/8/2019 16:00:00,446.14
4/9/2019 16:00:00,439.81
4/10/2019 16:00:00,442.76
4/11/2019 16:00:00,446.11
4/12/2019 16:00:00,454.35
4/15/2019 16:00:00,451.86
4/16/2019 16:00:00,466.54
4/17/2019 16:00:00,467.49
4/18/2019 16:00:00,465.69
4/22/2019 16:00:00,464.02
4/23/2019 16:00:00,474.03
4/24/2019 16:00:00,480.17
4/25/2019 16:00:00,474.45
4/26/2019 16:00:00,478.98
4/29/2019 16:00:00,479.84
4/30/2019 16:00:00,485.24
5/1/2019 16:00:00,479.13
5/2/2019 16:00:00,476.41
5/3/2019 16:00:00,482.5
5/6/2019 16:00:00,476.37
5/7/2019 16:00:00,463.77
5/8/2019 16:00:00,465.47
5/9/2019 16:00:00,464.22
5/10/2019 16:00:00,463
5/13/2019 16:00:00,442.78
5/14/2019 16:00:00,445.86
